sample_id,doc_id,sample_type,source_domain,source_type,publish_date,text,pseudo_label,label_name,label_conf,severity,split,conformal_role,need_human_review,sample_published_at,sample_publish_time_source,sample_publish_time_conf,sample_ts_hour,event_published_at,event_start_time,event_time_source,event_time_confidence
ZZM_CN_9cc2281f0863_CHUNK_1_f852723dba,ZZM_CN_9cc2281f0863,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-09-27,市政府法制办张江涛主任一行到公司调研轨道交通立法工作,0,normal_info,0.0,0,unassigned,unassigned,1,2013-09-27 09:00:00,publish_date_only,0.35,2013-09-27 09:00:00,2013-09-27 13:22:00,2013-09-27 13:22:00,proxy_page_publish_time,0.55
ZZM_CN_9cc2281f0863_CHUNK_3_95ba403eb7,ZZM_CN_9cc2281f0863,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-09-27,发布时间: 2013-09-27 13:22,0,normal_info,0.0,0,unassigned,unassigned,1,2013-09-27 13:22:00,page_publish_time,0.85,2013-09-27 13:00:00,2013-09-27 13:22:00,2013-09-27 13:22:00,proxy_page_publish_time,0.55
ZZM_CN_470a75af9b97_TITLE_1946cbf9f1,ZZM_CN_470a75af9b97,TITLE,zzmetro.cn,zzmetro_cn_news,2013-09-10,市政府副秘书长潘冰察看1号线一期工程 9月10日下午，市政府副秘书长潘冰带领市发改委、市规划局、市园林局等市直单位负责人从西往东察看1号线一期工程西流湖站至医学院站7个站点的附属结构绿化、铺装以及与公交换... 9月10日下午，市政府副秘书长潘冰带领市发改委、市规划局、市园林局等市直单位负责人从西往东察看1号线一期工程西流湖站至医学院站7个站点的附属结构绿化、铺装以及与公交换,0,normal_info,0.2,0,unassigned,unassigned,0,2013-09-10 09:00:00,publish_date_only,0.35,2013-09-10 09:00:00,2013-09-10 12:25:00,2013-09-10 12:25:00,proxy_page_publish_time,0.55
ZZM_CN_470a75af9b97_TITLE_LEAD_630f2a3203,ZZM_CN_470a75af9b97,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-09-10,"市政府副秘书长潘冰察看1号线一期工程 9月10日下午，市政府副秘书长潘冰带领市发改委、市规划局、市园林局等市直单位负责人从西往东察看1号线一期工程西流湖站至医学院站7个站点的附属结构绿化、铺装以及与公交换... 9月10日下午，市政府副秘书长潘冰带领市发改委、市规划局、市园林局等市直单位负责人从西往东察看1号线一期工程西流湖站至医学院站7个站点的附属结构绿化、铺装以及与公交换
市政府副秘书长潘冰察看1号线一期工程
阅读次数: 4935
发布时间: 2013-09-10 12:25",0,normal_info,0.2,0,unassigned,unassigned,0,2013-09-10 12:25:00,page_publish_time,0.85,2013-09-10 12:00:00,2013-09-10 12:25:00,2013-09-10 12:25:00,proxy_page_publish_time,0.55
ZZM_CN_470a75af9b97_CHUNK_3_4811bca88b,ZZM_CN_470a75af9b97,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-09-10,发布时间: 2013-09-10 12:25,0,normal_info,0.0,0,unassigned,unassigned,1,2013-09-10 12:25:00,page_publish_time,0.85,2013-09-10 12:00:00,2013-09-10 12:25:00,2013-09-10 12:25:00,proxy_page_publish_time,0.55
ZZM_CN_0324be639f1a_TITLE_4de8a6d11e,ZZM_CN_0324be639f1a,TITLE,zzmetro.cn,zzmetro_cn_news,2013-08-28,省安监局副局长郝敬红一行到公司座谈 8月28日下午，省安全生产监督管理局副局长郝敬红、省住房和城乡建设厅建设管理处处长刘洪、市城建设委员会副主任曲标、市安全生产监督管理局副局长潘建华一行到公司，与公司领... 8月28日下午，省安全生产监督管理局副局长郝敬红、省住房和城乡建设厅建设管理处处长刘洪、市城建设委员会副主任曲标、市安全生产监督管理局副局长潘建华一行到公司，与公司领,0,normal_info,0.4,0,unassigned,unassigned,0,2013-08-28 09:00:00,publish_date_only,0.35,2013-08-28 09:00:00,2013-08-28 13:18:00,2013-08-28 13:18:00,proxy_page_publish_time,0.55
ZZM_CN_0324be639f1a_TITLE_LEAD_5e2c9a5a4f,ZZM_CN_0324be639f1a,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-08-28,"省安监局副局长郝敬红一行到公司座谈 8月28日下午，省安全生产监督管理局副局长郝敬红、省住房和城乡建设厅建设管理处处长刘洪、市城建设委员会副主任曲标、市安全生产监督管理局副局长潘建华一行到公司，与公司领... 8月28日下午，省安全生产监督管理局副局长郝敬红、省住房和城乡建设厅建设管理处处长刘洪、市城建设委员会副主任曲标、市安全生产监督管理局副局长潘建华一行到公司，与公司领
省安监局副局长郝敬红一行到公司座谈
阅读次数: 4658
发布时间: 2013-08-28 13:18",0,normal_info,0.4,0,unassigned,unassigned,0,2013-08-28 13:18:00,page_publish_time,0.85,2013-08-28 13:00:00,2013-08-28 13:18:00,2013-08-28 13:18:00,proxy_page_publish_time,0.55
ZZM_CN_0324be639f1a_CHUNK_3_094b9318ee,ZZM_CN_0324be639f1a,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-08-28,发布时间: 2013-08-28 13:18,0,normal_info,0.0,0,unassigned,unassigned,1,2013-08-28 13:18:00,page_publish_time,0.85,2013-08-28 13:00:00,2013-08-28 13:18:00,2013-08-28 13:18:00,proxy_page_publish_time,0.55
ZZM_CN_07888babfa59_TITLE_bd2ebcd988,ZZM_CN_07888babfa59,TITLE,zzmetro.cn,zzmetro_cn_news,2013-08-28,郑州市委常委、政法委书记、 郑州市公安局局长黄保卫视察郑州轨道交通1号线一期工程 8月28日下午，市委常委、政法委书记、公安局局长黄保卫一行视察郑州轨道交通1号线一期工程市体育中心站、车辆段郑州市公安局地铁分局通信指挥中心建设工地，并在通信指挥中心... 8月28日下午，市委常委、政法委书记、公安局局长黄保卫一行视察郑州轨道交通1号线一期工程市体育中心站、车辆段郑州市公安局地铁分局通信指挥中心建设,3,facility_equipment,0.2,0,unassigned,unassigned,0,2013-08-28 09:00:00,publish_date_only,0.35,2013-08-28 09:00:00,2013-08-28 12:23:00,2013-08-28 12:23:00,proxy_page_publish_time,0.55
ZZM_CN_07888babfa59_TITLE_LEAD_9f5307facc,ZZM_CN_07888babfa59,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-08-28,"郑州市委常委、政法委书记、 郑州市公安局局长黄保卫视察郑州轨道交通1号线一期工程 8月28日下午，市委常委、政法委书记、公安局局长黄保卫一行视察郑州轨道交通1号线一期工程市体育中心站、车辆段郑州市公安局地铁分局通信指挥中心建设工地，并在通信指挥中心... 8月28日下午，市委常委、政法委书记、公安局局长黄保卫一行视察郑州轨道交通1号线一期工程市体育中心站、车辆段郑州市公安局地铁分局通信指挥中心建设
郑州市委常委、政法委书记、 郑州市公安局局长黄保卫视察郑州轨道交通1号线一期工程
阅读次数: 6874
发布时间: 2013-08-28 12:23",3,facility_equipment,0.2,0,unassigned,unassigned,0,2013-08-28 12:23:00,page_publish_time,0.85,2013-08-28 12:00:00,2013-08-28 12:23:00,2013-08-28 12:23:00,proxy_page_publish_time,0.55
ZZM_CN_07888babfa59_CHUNK_1_a0483443ba,ZZM_CN_07888babfa59,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-08-28,郑州市委常委、政法委书记、 郑州市公安局局长黄保卫视察郑州轨道交通1号线一期工程,0,normal_info,0.0,0,unassigned,unassigned,1,2013-08-28 09:00:00,publish_date_only,0.35,2013-08-28 09:00:00,2013-08-28 12:23:00,2013-08-28 12:23:00,proxy_page_publish_time,0.55
ZZM_CN_07888babfa59_CHUNK_3_e29728a897,ZZM_CN_07888babfa59,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-08-28,发布时间: 2013-08-28 12:23,0,normal_info,0.0,0,unassigned,unassigned,1,2013-08-28 12:23:00,page_publish_time,0.85,2013-08-28 12:00:00,2013-08-28 12:23:00,2013-08-28 12:23:00,proxy_page_publish_time,0.55
ZZM_CN_b781696254be_TITLE_0a4b77caec,ZZM_CN_b781696254be,TITLE,zzmetro.cn,zzmetro_cn_news,2013-08-07,省人民检察院副检察长周新萍视察郑州轨道交通工程建设情况 8月7日上午，省人民检察院副检察长周新萍视察郑州轨道交通1号线一期工程建设情况。省人民检察院预防职务犯罪处处长易光辉，市人民检察院副检察长宋楠，市人民检察院预防职务犯罪... 8月7日上午，省人民检察院副检察长周新萍视察郑州轨道交通1号线一期工程建设情况。省人民检察院预防职务犯罪处处长易光辉，市人民检察院副检察长宋楠，市人民检察院预防职务犯罪,0,normal_info,0.2,0,unassigned,unassigned,0,2013-08-07 09:00:00,publish_date_only,0.35,2013-08-07 09:00:00,2013-08-07 13:19:00,2013-08-07 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_b781696254be_TITLE_LEAD_f08a329d23,ZZM_CN_b781696254be,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-08-07,"省人民检察院副检察长周新萍视察郑州轨道交通工程建设情况 8月7日上午，省人民检察院副检察长周新萍视察郑州轨道交通1号线一期工程建设情况。省人民检察院预防职务犯罪处处长易光辉，市人民检察院副检察长宋楠，市人民检察院预防职务犯罪... 8月7日上午，省人民检察院副检察长周新萍视察郑州轨道交通1号线一期工程建设情况。省人民检察院预防职务犯罪处处长易光辉，市人民检察院副检察长宋楠，市人民检察院预防职务犯罪
省人民检察院副检察长周新萍视察郑州轨道交通工程建设情况
阅读次数: 5083
发布时间: 2013-08-07 13:19",0,normal_info,0.2,0,unassigned,unassigned,0,2013-08-07 13:19:00,page_publish_time,0.85,2013-08-07 13:00:00,2013-08-07 13:19:00,2013-08-07 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_b781696254be_CHUNK_1_ac0df65c87,ZZM_CN_b781696254be,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-08-07,省人民检察院副检察长周新萍视察郑州轨道交通工程建设情况,0,normal_info,0.2,0,unassigned,unassigned,0,2013-08-07 09:00:00,publish_date_only,0.35,2013-08-07 09:00:00,2013-08-07 13:19:00,2013-08-07 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_b781696254be_CHUNK_3_9b164a8d8e,ZZM_CN_b781696254be,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-08-07,发布时间: 2013-08-07 13:19,0,normal_info,0.0,0,unassigned,unassigned,1,2013-08-07 13:19:00,page_publish_time,0.85,2013-08-07 13:00:00,2013-08-07 13:19:00,2013-08-07 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_3c3e27b94c92_TITLE_18bf7a2119,ZZM_CN_3c3e27b94c92,TITLE,zzmetro.cn,zzmetro_cn_news,2013-08-01,省委政法委领导检查指导公司平安建设工作 8月1日下午，省委政法委副书记、综治办主任刘晓云带领省、市政法部门负责人察看郑州轨道交通1号线一期工程平安建设工作。公司党委书记、董事长郭拥军，市纪委、市监察局驻公司... 8月1日下午，省委政法委副书记、综治办主任刘晓云带领省、市政法部门负责人察看郑州轨道交通1号线一期工程平安建设工作。公司党委书记、董事长郭拥军，市纪委、市监察局驻公司,0,normal_info,0.4,0,unassigned,unassigned,0,2013-08-01 09:00:00,publish_date_only,0.35,2013-08-01 09:00:00,2013-08-01 12:21:00,2013-08-01 12:21:00,proxy_page_publish_time,0.55
ZZM_CN_3c3e27b94c92_TITLE_LEAD_889ea48516,ZZM_CN_3c3e27b94c92,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-08-01,"省委政法委领导检查指导公司平安建设工作 8月1日下午，省委政法委副书记、综治办主任刘晓云带领省、市政法部门负责人察看郑州轨道交通1号线一期工程平安建设工作。公司党委书记、董事长郭拥军，市纪委、市监察局驻公司... 8月1日下午，省委政法委副书记、综治办主任刘晓云带领省、市政法部门负责人察看郑州轨道交通1号线一期工程平安建设工作。公司党委书记、董事长郭拥军，市纪委、市监察局驻公司
省委政法委领导检查指导公司平安建设工作
阅读次数: 4803
发布时间: 2013-08-01 12:21",0,normal_info,0.4,0,unassigned,unassigned,0,2013-08-01 12:21:00,page_publish_time,0.85,2013-08-01 12:00:00,2013-08-01 12:21:00,2013-08-01 12:21:00,proxy_page_publish_time,0.55
ZZM_CN_3c3e27b94c92_CHUNK_3_cb324f4a33,ZZM_CN_3c3e27b94c92,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-08-01,发布时间: 2013-08-01 12:21,0,normal_info,0.0,0,unassigned,unassigned,1,2013-08-01 12:21:00,page_publish_time,0.85,2013-08-01 12:00:00,2013-08-01 12:21:00,2013-08-01 12:21:00,proxy_page_publish_time,0.55
ZZM_CN_db900199a990_TITLE_5b43bc3e54,ZZM_CN_db900199a990,TITLE,zzmetro.cn,zzmetro_cn_news,2013-07-23,市政府督查室到公司督查郑州轨道交通工程建设进展情况 7月23日上午，市政府督查室副主任王富权一行到公司督查郑州轨道交通工程建设进展情况，公司党委委员、监事会主席司海燕及企业发展部、1、2号线指挥部、运营分公司、建设分公司... 7月23日上午，市政府督查室副主任王富权一行到公司督查郑州轨道交通工程建设进展情况，公司党委委员、监事会主席司海燕及企业发展部、1、2号线指挥部、运营分公司、建设分公司,0,normal_info,0.4,0,unassigned,unassigned,0,2013-07-23 09:00:00,publish_date_only,0.35,2013-07-23 09:00:00,2013-07-23 13:20:00,2013-07-23 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_db900199a990_TITLE_LEAD_d82aa05340,ZZM_CN_db900199a990,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-07-23,"市政府督查室到公司督查郑州轨道交通工程建设进展情况 7月23日上午，市政府督查室副主任王富权一行到公司督查郑州轨道交通工程建设进展情况，公司党委委员、监事会主席司海燕及企业发展部、1、2号线指挥部、运营分公司、建设分公司... 7月23日上午，市政府督查室副主任王富权一行到公司督查郑州轨道交通工程建设进展情况，公司党委委员、监事会主席司海燕及企业发展部、1、2号线指挥部、运营分公司、建设分公司
市政府督查室到公司督查郑州轨道交通工程建设进展情况
阅读次数: 5336
发布时间: 2013-07-23 13:20",0,normal_info,0.4,0,unassigned,unassigned,0,2013-07-23 13:20:00,page_publish_time,0.85,2013-07-23 13:00:00,2013-07-23 13:20:00,2013-07-23 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_db900199a990_CHUNK_1_3cb6811c4f,ZZM_CN_db900199a990,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-07-23,市政府督查室到公司督查郑州轨道交通工程建设进展情况,0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-23 09:00:00,publish_date_only,0.35,2013-07-23 09:00:00,2013-07-23 13:20:00,2013-07-23 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_db900199a990_CHUNK_3_ca8d0b1220,ZZM_CN_db900199a990,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-07-23,发布时间: 2013-07-23 13:20,0,normal_info,0.0,0,unassigned,unassigned,1,2013-07-23 13:20:00,page_publish_time,0.85,2013-07-23 13:00:00,2013-07-23 13:20:00,2013-07-23 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_f2bb16b071e6_TITLE_dbcfb9dc2a,ZZM_CN_f2bb16b071e6,TITLE,zzmetro.cn,zzmetro_cn_news,2013-07-18,国家住建部检查组召开城市轨道交通和保障性安居工程质量安全监督执法检查河南汇报会 7月16日至18日，住房城乡建设部质量安全监督执法工作检查组莅临郑州，检查我省城市轨道交通和保障性安居工程质量安全管理工作。7月16日上午，国家住建部检查组在大河国际饭店5楼... 7月16日至18日，住房城乡建设部质量安全监督执法工作检查组莅临郑州，检查我省城市轨道交通和保障性安居工程质量安全管理工作。7月16日上午,4,crowd_weather_external,0.2,1,unassigned,unassigned,0,2013-07-18 09:00:00,publish_date_only,0.35,2013-07-18 09:00:00,2013-07-18 12:19:00,2013-07-18 12:19:00,proxy_page_publish_time,0.55
ZZM_CN_f2bb16b071e6_TITLE_LEAD_a386b85485,ZZM_CN_f2bb16b071e6,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-07-18,"国家住建部检查组召开城市轨道交通和保障性安居工程质量安全监督执法检查河南汇报会 7月16日至18日，住房城乡建设部质量安全监督执法工作检查组莅临郑州，检查我省城市轨道交通和保障性安居工程质量安全管理工作。7月16日上午，国家住建部检查组在大河国际饭店5楼... 7月16日至18日，住房城乡建设部质量安全监督执法工作检查组莅临郑州，检查我省城市轨道交通和保障性安居工程质量安全管理工作。7月16日上午
国家住建部检查组召开城市轨道交通和保障性安居工程质量安全监督执法检查河南汇报会
阅读次数: 4891
发布时间: 2013-07-18 12:19",4,crowd_weather_external,0.2,1,unassigned,unassigned,0,2013-07-18 12:19:00,page_publish_time,0.85,2013-07-18 12:00:00,2013-07-18 12:19:00,2013-07-18 12:19:00,proxy_page_publish_time,0.55
ZZM_CN_f2bb16b071e6_CHUNK_1_f6f3bfc4fc,ZZM_CN_f2bb16b071e6,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-07-18,国家住建部检查组召开城市轨道交通和保障性安居工程质量安全监督执法检查河南汇报会,4,crowd_weather_external,0.2,1,unassigned,unassigned,0,2013-07-18 09:00:00,publish_date_only,0.35,2013-07-18 09:00:00,2013-07-18 12:19:00,2013-07-18 12:19:00,proxy_page_publish_time,0.55
ZZM_CN_f2bb16b071e6_CHUNK_3_fb0846e7ab,ZZM_CN_f2bb16b071e6,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-07-18,发布时间: 2013-07-18 12:19,0,normal_info,0.0,0,unassigned,unassigned,1,2013-07-18 12:19:00,page_publish_time,0.85,2013-07-18 12:00:00,2013-07-18 12:19:00,2013-07-18 12:19:00,proxy_page_publish_time,0.55
ZZM_CN_6a5a8ab98fb7_TITLE_fb174454ca,ZZM_CN_6a5a8ab98fb7,TITLE,zzmetro.cn,zzmetro_cn_news,2013-07-11,市委副书记、市长马懿察看轨道交通工程建设情况 7月11日上午，市委副书记、市长马懿带领市直相关部门负责人，深入轨道交通1号线一期工程建设现场，看望、慰问施工人员，察看工程建设情况。省辖市市长级干部乔新国，市委常委、副市... 7月11日上午，市委副书记、市长马懿带领市直相关部门负责人，深入轨道交通1号线一期工程建设现场，看望、慰问施工人员，察看工程建设情况。省辖市市长级干部乔新国，市委常委、副市,0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-11 09:00:00,publish_date_only,0.35,2013-07-11 09:00:00,2013-07-11 13:20:00,2013-07-11 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_6a5a8ab98fb7_TITLE_LEAD_052beff67b,ZZM_CN_6a5a8ab98fb7,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-07-11,"市委副书记、市长马懿察看轨道交通工程建设情况 7月11日上午，市委副书记、市长马懿带领市直相关部门负责人，深入轨道交通1号线一期工程建设现场，看望、慰问施工人员，察看工程建设情况。省辖市市长级干部乔新国，市委常委、副市... 7月11日上午，市委副书记、市长马懿带领市直相关部门负责人，深入轨道交通1号线一期工程建设现场，看望、慰问施工人员，察看工程建设情况。省辖市市长级干部乔新国，市委常委、副市
市委副书记、市长马懿察看轨道交通工程建设情况
阅读次数: 4684
发布时间: 2013-07-11 13:20",0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-11 13:20:00,page_publish_time,0.85,2013-07-11 13:00:00,2013-07-11 13:20:00,2013-07-11 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_6a5a8ab98fb7_CHUNK_1_7436cf9fbb,ZZM_CN_6a5a8ab98fb7,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-07-11,市委副书记、市长马懿察看轨道交通工程建设情况,0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-11 09:00:00,publish_date_only,0.35,2013-07-11 09:00:00,2013-07-11 13:20:00,2013-07-11 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_6a5a8ab98fb7_CHUNK_3_f315507bb4,ZZM_CN_6a5a8ab98fb7,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-07-11,发布时间: 2013-07-11 13:20,0,normal_info,0.0,0,unassigned,unassigned,1,2013-07-11 13:20:00,page_publish_time,0.85,2013-07-11 13:00:00,2013-07-11 13:20:00,2013-07-11 13:20:00,proxy_page_publish_time,0.55
ZZM_CN_1b50b4e1be10_TITLE_bca4ba850b,ZZM_CN_1b50b4e1be10,TITLE,zzmetro.cn,zzmetro_cn_news,2013-07-02,市检察院检察长杨祖伟一行视察郑州轨道交通工程建设情况 7月2日上午，郑州市人民检察院检察长杨祖伟带领相关部门负责人到郑州市轨道交通有限公司检查指导反腐倡廉工作，察看工程建设情况。杨祖伟指出，轨道交通建设在郑州经济发展中具... 7月2日上午，郑州市人民检察院检察长杨祖伟带领相关部门负责人到郑州市轨道交通有限公司检查指导反腐倡廉工作，察看工程建设情况。杨祖伟指出，轨道交通建设在郑州经济发展中具,0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-02 09:00:00,publish_date_only,0.35,2013-07-02 09:00:00,2013-07-02 13:19:00,2013-07-02 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_1b50b4e1be10_TITLE_LEAD_c05f7f209a,ZZM_CN_1b50b4e1be10,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-07-02,"市检察院检察长杨祖伟一行视察郑州轨道交通工程建设情况 7月2日上午，郑州市人民检察院检察长杨祖伟带领相关部门负责人到郑州市轨道交通有限公司检查指导反腐倡廉工作，察看工程建设情况。杨祖伟指出，轨道交通建设在郑州经济发展中具... 7月2日上午，郑州市人民检察院检察长杨祖伟带领相关部门负责人到郑州市轨道交通有限公司检查指导反腐倡廉工作，察看工程建设情况。杨祖伟指出，轨道交通建设在郑州经济发展中具
市检察院检察长杨祖伟一行视察郑州轨道交通工程建设情况
阅读次数: 5290
发布时间: 2013-07-02 13:19",0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-02 13:19:00,page_publish_time,0.85,2013-07-02 13:00:00,2013-07-02 13:19:00,2013-07-02 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_1b50b4e1be10_CHUNK_1_e4fcfb9150,ZZM_CN_1b50b4e1be10,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-07-02,市检察院检察长杨祖伟一行视察郑州轨道交通工程建设情况,0,normal_info,0.2,0,unassigned,unassigned,0,2013-07-02 09:00:00,publish_date_only,0.35,2013-07-02 09:00:00,2013-07-02 13:19:00,2013-07-02 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_1b50b4e1be10_CHUNK_3_41f23f7833,ZZM_CN_1b50b4e1be10,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-07-02,发布时间: 2013-07-02 13:19,0,normal_info,0.0,0,unassigned,unassigned,1,2013-07-02 13:19:00,page_publish_time,0.85,2013-07-02 13:00:00,2013-07-02 13:19:00,2013-07-02 13:19:00,proxy_page_publish_time,0.55
ZZM_CN_46cd2f5d5a0a_TITLE_23d0732689,ZZM_CN_46cd2f5d5a0a,TITLE,zzmetro.cn,zzmetro_cn_news,2013-06-14,省发改委领导查看1号线建设工地 6月14日上午，省发改委副主任、省重点项目建设领导小组办公室主任裴志扬到1号线一期工程紫荆山站、博学路站、车辆段了解工程建设进展情况。郑州市正市级领导乔新国，省、市发... 6月14日上午，省发改委副主任、省重点项目建设领导小组办公室主任裴志扬到1号线一期工程紫荆山站、博学路站、车辆段了解工程建设进展情况。郑州市正市级领导乔新国，省、市发,0,normal_info,0.2,0,unassigned,unassigned,0,2013-06-14 09:00:00,publish_date_only,0.35,2013-06-14 09:00:00,2013-06-14 15:07:00,2013-06-14 15:07:00,proxy_page_publish_time,0.55
ZZM_CN_46cd2f5d5a0a_TITLE_LEAD_d45fbeef0f,ZZM_CN_46cd2f5d5a0a,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-06-14,"省发改委领导查看1号线建设工地 6月14日上午，省发改委副主任、省重点项目建设领导小组办公室主任裴志扬到1号线一期工程紫荆山站、博学路站、车辆段了解工程建设进展情况。郑州市正市级领导乔新国，省、市发... 6月14日上午，省发改委副主任、省重点项目建设领导小组办公室主任裴志扬到1号线一期工程紫荆山站、博学路站、车辆段了解工程建设进展情况。郑州市正市级领导乔新国，省、市发
省发改委领导查看1号线建设工地
阅读次数: 5658
发布时间: 2013-06-14 15:07",0,normal_info,0.2,0,unassigned,unassigned,0,2013-06-14 15:07:00,page_publish_time,0.85,2013-06-14 15:00:00,2013-06-14 15:07:00,2013-06-14 15:07:00,proxy_page_publish_time,0.55
ZZM_CN_46cd2f5d5a0a_CHUNK_3_f45a284682,ZZM_CN_46cd2f5d5a0a,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-06-14,发布时间: 2013-06-14 15:07,0,normal_info,0.0,0,unassigned,unassigned,1,2013-06-14 15:07:00,page_publish_time,0.85,2013-06-14 15:00:00,2013-06-14 15:07:00,2013-06-14 15:07:00,proxy_page_publish_time,0.55
ZZM_CN_533bfcbcb3d4_TITLE_41d6727bee,ZZM_CN_533bfcbcb3d4,TITLE,zzmetro.cn,zzmetro_cn_news,2013-05-14,省、市党代表视察调研 郑州轨道交通工程建设情况 为进一步拓宽党代表发挥作用的途径，充分发挥党代表的决策、监督、示范和桥梁作用。5月14日上午，市委组织部副部长秦晓辉及部分省九次党代会代表、市十次党代会代表一行30余人... 为进一步拓宽党代表发挥作用的途径，充分发挥党代表的决策、监督、示范和桥梁作用。5月14日上午，市委组织部副部长秦晓辉及部分省九次党代会代表、市十次党代会代表一行30余人,0,normal_info,0.4,0,unassigned,unassigned,0,2013-05-14 09:00:00,publish_date_only,0.35,2013-05-14 09:00:00,2013-05-14 15:06:00,2013-05-14 15:06:00,proxy_page_publish_time,0.55
ZZM_CN_533bfcbcb3d4_TITLE_LEAD_a0ce97b2be,ZZM_CN_533bfcbcb3d4,TITLE_LEAD,zzmetro.cn,zzmetro_cn_news,2013-05-14,"省、市党代表视察调研 郑州轨道交通工程建设情况 为进一步拓宽党代表发挥作用的途径，充分发挥党代表的决策、监督、示范和桥梁作用。5月14日上午，市委组织部副部长秦晓辉及部分省九次党代会代表、市十次党代会代表一行30余人... 为进一步拓宽党代表发挥作用的途径，充分发挥党代表的决策、监督、示范和桥梁作用。5月14日上午，市委组织部副部长秦晓辉及部分省九次党代会代表、市十次党代会代表一行30余人
省、市党代表视察调研 郑州轨道交通工程建设情况
阅读次数: 4981
发布时间: 2013-05-14 15:06",0,normal_info,0.4,0,unassigned,unassigned,0,2013-05-14 15:06:00,page_publish_time,0.85,2013-05-14 15:00:00,2013-05-14 15:06:00,2013-05-14 15:06:00,proxy_page_publish_time,0.55
ZZM_CN_533bfcbcb3d4_CHUNK_1_f4ab0b97ed,ZZM_CN_533bfcbcb3d4,CHUNK_1,zzmetro.cn,zzmetro_cn_news,2013-05-14,省、市党代表视察调研 郑州轨道交通工程建设情况,0,normal_info,0.4,0,unassigned,unassigned,0,2013-05-14 09:00:00,publish_date_only,0.35,2013-05-14 09:00:00,2013-05-14 15:06:00,2013-05-14 15:06:00,proxy_page_publish_time,0.55
ZZM_CN_533bfcbcb3d4_CHUNK_3_c739abda79,ZZM_CN_533bfcbcb3d4,CHUNK_3,zzmetro.cn,zzmetro_cn_news,2013-05-14,发布时间: 2013-05-14 15:06,0,normal_info,0.0,0,unassigned,unassigned,1,2013-05-14 15:06:00,page_publish_time,0.85,2013-05-14 15:00:00,2013-05-14 15:06:00,2013-05-14 15:06:00,proxy_page_publish_time,0.55
