doc_id,spatial_scope,line_mentions,label_name,severity,n_explicit_station_links,n_propagated_station_links
ZZM_CN_2fede1ee6f25,network_or_unknown,,normal_info,0,0,0
ZZM_CN_cf1cd90570a0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c378683d0841,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_7c4adf932fd5,line,2号线,normal_info,0,0,22
ZZM_CN_dc4db29fbc7a,line,2号线,normal_info,0,0,22
ZZM_CN_58d24ccbc5ee,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4e83e9d500da,line,4号线,normal_info,0,0,27
ZZM_CN_3dec2b3d4550,line,1号线,normal_info,0,0,30
ZZM_CN_6c4e03c4239e,line,1号线,service_disruption,0,0,30
ZZM_CN_b9d6c8cb0a87,network_or_unknown,,normal_info,0,0,0
ZZM_CN_14ab6ce0f487,network_or_unknown,,normal_info,0,0,0
ZZM_CN_12bfc3e83924,line,1号线,normal_info,0,0,30
ZZM_CN_6cfd9f062a28,station,1号线,service_disruption,0,3,29
ZZM_CN_97f58b561767,network_or_unknown,,normal_info,0,0,0
ZZM_CN_50bf7e54fdc7,line,1号线,normal_info,0,0,30
ZZM_CN_05cb051f2fa6,station,1号线,normal_info,0,1,29
ZZM_CN_915ab34ffbcc,station,1号线,normal_info,0,1,29
ZZM_CN_e1c6dbccaacc,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f45240c04d32,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4d0fd62e6d7c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e529340f1734,network_or_unknown,,normal_info,0,0,0
ZZM_CN_7a84c8648449,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1b4c11a62b5f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_15cbe545850f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b7684fb0d1b7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bd6990c5db8f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8d28793ca58f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4d9f79061608,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8de0878659c6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_aa3f3f7dd378,network_or_unknown,,normal_info,0,0,0
ZZM_CN_418e0ada1d39,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2d7221b15a65,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b6e665cbe46e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6a6a3994d66c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8cbf53560cba,line,1号线,normal_info,0,0,30
ZZM_CN_bd3ebd006455,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9ef849137bdd,line,1号线,normal_info,0,0,30
ZZM_CN_459fc7b917e7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_14006cdc3fc3,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f862cf4bd671,station,,normal_info,0,1,0
ZZM_CN_8090692ccad5,station,1号线,normal_info,0,1,29
ZZM_CN_8108a8085db6,station,1号线,normal_info,0,2,28
ZZM_CN_c0de33b96eca,station,,normal_info,0,1,0
ZZM_CN_c5125a150648,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1beb5638e8a6,station,1号线|5号线,service_disruption,0,1,59
ZZM_CN_95dda01126fd,station,1号线,normal_info,0,2,30
ZZM_CN_2b3b490828d2,station,1号线|5号线,service_disruption,0,1,59
ZZM_CN_104374928305,network_or_unknown,,normal_info,0,0,0
ZZM_CN_38f69b53e48b,line,2号线|5号线,normal_info,0,0,52
ZZM_CN_7f87605fd559,line,1号线,normal_info,0,0,30
ZZM_CN_9c6f4ccf90ce,station,,normal_info,0,1,0
ZZM_COM_df3faf705bfa,line,4号线|5号线,normal_info,0,0,57
ZZM_COM_5a61d51b6294,network_or_unknown,,facility_equipment,0,0,0
ZZM_COM_236a14670526,network_or_unknown,,facility_equipment,0,0,0
ZZM_COM_e461af8d0074,network_or_unknown,,normal_info,0,0,0
ZZM_COM_57255c911438,network_or_unknown,,normal_info,0,0,0
ZZM_COM_240aa9154f24,network_or_unknown,,normal_info,0,0,0
ZZM_COM_c91b084d626f,network_or_unknown,,normal_info,0,0,0
ZZM_COM_85815072e4d0,network_or_unknown,,normal_info,0,0,0
ZZM_COM_27133e985dc7,line,2号线,normal_info,0,0,22
ZZM_COM_67619dd4fb03,network_or_unknown,,normal_info,0,0,0
ZZM_COM_78172f269f5b,network_or_unknown,,normal_info,0,0,0
ZZM_COM_aa05c2b44a42,network_or_unknown,,normal_info,0,0,0
ZZM_COM_854fec46b4df,network_or_unknown,,normal_info,0,0,0
ZZM_COM_6474cc9bef85,network_or_unknown,,normal_info,0,0,0
ZZM_COM_40929e8bca19,network_or_unknown,,normal_info,0,0,0
ZZM_COM_f30438c7864a,network_or_unknown,,normal_info,0,0,0
ZZM_COM_68e211d0313c,network_or_unknown,,normal_info,0,0,0
ZZM_COM_5361f9ca4fd5,line,5号线,crowd_weather_external,0,0,32
ZZM_COM_7551f94afc05,network_or_unknown,,normal_info,0,0,0
ZZM_COM_b00b1dfcef1d,network_or_unknown,,normal_info,0,0,0
ZZM_COM_5c1305e0a516,network_or_unknown,,normal_info,0,0,0
ZZM_COM_a1ebfd664560,line,5号线,normal_info,0,0,32
ZZM_COM_60c739546796,network_or_unknown,,normal_info,0,0,0
ZZM_COM_04db7cc3049b,network_or_unknown,,normal_info,0,0,0
ZZM_COM_990087b64c31,network_or_unknown,,normal_info,0,0,0
ZZM_COM_be822e52c710,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_COM_1d24ad55e1cd,network_or_unknown,,normal_info,0,0,0
ZZM_COM_37ee172b0f3d,network_or_unknown,,normal_info,0,0,0
ZZM_COM_9eddfe33c34b,network_or_unknown,,normal_info,0,0,0
ZZM_COM_18359b0982d9,network_or_unknown,,normal_info,0,0,0
ZZM_COM_810626681ad3,network_or_unknown,,normal_info,0,0,0
ZZM_COM_b5239b4f91af,network_or_unknown,,normal_info,0,0,0
ZZM_COM_a198034cd7cd,network_or_unknown,,normal_info,0,0,0
ZZM_COM_021a2bbf99ae,network_or_unknown,,normal_info,0,0,0
ZZM_COM_dd1a229f0539,network_or_unknown,,normal_info,0,0,0
ZZM_COM_346ee1c06444,station,1号线,normal_info,3,1,29
ZZM_COM_aadae54a9dae,station,1号线,normal_info,0,1,29
ZZM_COM_ebb1dd160bf2,line,2号线,normal_info,0,0,22
ZZM_COM_6521bbddc0a3,network_or_unknown,,normal_info,0,0,0
ZZM_COM_1c6442de5efe,line,2号线|城郊线,normal_info,0,0,39
ZZM_COM_259edb8efe52,station,1号线,normal_info,0,1,30
ZZM_COM_b14412309d9d,line,1号线,normal_info,0,0,30
ZZM_COM_7046a7e77624,network_or_unknown,,normal_info,0,0,0
ZZM_COM_522c60ce28bb,network_or_unknown,,normal_info,0,0,0
ZZM_COM_024605bb8d59,station,,crowd_weather_external,0,1,0
ZZM_COM_7c913fbf266d,station,1号线,normal_info,0,1,29
ZZM_COM_d0539bec4223,line,1号线,normal_info,3,0,30
ZZM_COM_a421561e0992,line,1号线,normal_info,0,0,30
ZZM_COM_074535abaf9c,network_or_unknown,,normal_info,0,0,0
ZZM_COM_7641efd230d8,network_or_unknown,,normal_info,0,0,0
ZZM_COM_719fd782bed1,station,,crowd_weather_external,0,1,0
ZZM_COM_5926df255722,station,1号线,normal_info,0,1,29
ZZM_COM_950dafa8e45c,line,1号线,normal_info,3,0,30
ZZM_COM_9b83c83d6c8d,line,1号线,normal_info,0,0,30
